player hand total,player hand texture,dealer face up,player choice,expected value
20,soft,4,hit,5.48
20,soft,4,double,11.29
20,soft,4,surrender,-12.5
19,soft,4,stand,10.38
19,soft,4,hit,4.34
19,soft,4,double,9.11
19,soft,4,surrender,-12.5
18,soft,4,stand,4.12
18,soft,4,hit,2.94
18,soft,4,double,6.22
18,soft,4,surrender,-12.5
17,soft,4,stand,-1.8
17,soft,4,hit,1.25
17,soft,4,double,2.93
17,soft,4,surrender,-12.5
16,soft,4,stand,-5.03
16,soft,4,hit,1.06
16,soft,4,double,1.61
16,soft,4,surrender,-12.5
15,soft,4,stand,-4.99
15,soft,4,hit,1.4
15,soft,4,double,2.26
15,soft,4,surrender,-12.5
14,soft,4,stand,-5.13
14,soft,4,hit,1.78
14,soft,4,double,1.78
14,soft,4,surrender,-12.5
13,soft,4,stand,-5.54
13,soft,4,hit,2.65
13,soft,4,double,2.04
13,soft,4,surrender,-12.5
12,soft,4,stand,-5.12
12,soft,4,hit,3.28
12,soft,4,double,1.79
12,soft,4,surrender,-12.5
9,hard,4,stand,-5.06
9,hard,4,hit,3.67
9,hard,4,double,4.92
9,hard,4,surrender,-12.5
8,hard,4,stand,-5.39
8,hard,4,hit,1.14
8,hard,4,double,-1.95
8,hard,4,surrender,-12.5
7,hard,4,stand,-4.76
7,hard,4,hit,-1.1
7,hard,4,double,-6.89
7,hard,4,surrender,-12.5
6,hard,4,stand,-4.92
6,hard,4,hit,-1.58
6,hard,4,double,-9.01
6,hard,4,surrender,-12.5
5,hard,4,stand,-5.07
5,hard,4,hit,-1.29
5,hard,4,double,-10.49
5,hard,4,surrender,-12.5
4,hard,4,stand,-5.38
4,hard,4,hit,-1.32
4,hard,4,double,-9.92
4,hard,4,surrender,-12.5
20,hard,3,stand,16.15
20,hard,3,hit,-21.36
20,hard,3,double,-42.57
20,hard,3,surrender,-12.5
19,hard,3,stand,10.04
19,hard,3,hit,-18.5
19,hard,3,double,-36.43
19,hard,3,surrender,-12.5
18,hard,3,stand,3.27
18,hard,3,hit,-15.7
18,hard,3,double,-31.21
18,hard,3,surrender,-12.5
17,hard,3,stand,-3.03
17,hard,3,hit,-13.38
17,hard,3,double,-26.93
17,hard,3,surrender,-12.5
16,hard,3,stand,-6.17
16,hard,3,hit,-11.66
16,hard,3,double,-23.32
16,hard,3,surrender,-12.5
15,hard,3,stand,-6.17
15,hard,3,hit,-10.61
15,hard,3,double,-20.91
15,hard,3,surrender,-12.5
14,hard,3,stand,-6.02
14,hard,3,hit,-8.82
14,hard,3,double,-17.83
14,hard,3,surrender,-12.5
13,hard,3,stand,-6.09
13,hard,3,hit,-7.3
13,hard,3,double,-14.39
13,hard,3,surrender,-12.5
12,hard,3,stand,-6.28
12,hard,3,hit,-6.05
12,hard,3,double,-11.56
12,hard,3,surrender,-12.5
11,hard,3,stand,-6.18
11,hard,3,hit,6.78
11,hard,3,double,13.12
11,hard,3,surrender,-12.5
10,hard,3,stand,-6.07
10,hard,3,hit,5.35
10,hard,3,double,10.8
10,hard,3,surrender,-12.5
20,soft,3,stand,16.15
20,soft,3,hit,4.81
20,soft,3,double,9.8
20,soft,3,surrender,-12.5
19,soft,3,stand,9.91
19,soft,3,hit,3.54
19,soft,3,double,7.58
19,soft,3,surrender,-12.5
18,soft,3,stand,3.59
18,soft,3,hit,2.44
18,soft,3,double,4.32
18,soft,3,surrender,-12.5
17,soft,3,stand,-3.15
17,soft,3,hit,0.79
17,soft,3,double,1.2
17,soft,3,surrender,-12.5
16,soft,3,stand,-6.17
16,soft,3,hit,0.34
16,soft,3,double,-0.38
16,soft,3,surrender,-12.5
15,soft,3,stand,-6.39
15,soft,3,hit,0.76
15,soft,3,double,0.32
15,soft,3,surrender,-12.5
14,soft,3,stand,-6.16
14,soft,3,hit,1.3
14,soft,3,double,-0.12
14,soft,3,surrender,-12.5
13,soft,3,stand,-5.99
13,soft,3,hit,1.83
13,soft,3,double,0.24
